sentence,count
glass window attached to building,1
pointed ears on horse,1
propeller in photo,1
drive in computer,1
tree with white flowers,1
bar outside of window,1
elephant has black around eye,1
parachute has line,1
balcony over entryway,1
short sleeve on shirt,1
leaf of orange,1
computer has computer mouse,1
giraffe has giraffe mouth,1
ocean in air,1
a body of ocean,1
lady has haircut,1
giraffe on horn,1
giraffe has eyebrow,1
chair back belonging to chair,1
bottle has container,1
train in front of car,1
flower of banana tree,1
stem attached to bud,1
patch of grass in middle,1
leg on backside of cow,1
line on parachute,1
human being h arm,1
pink shirt has collar,1
collar of pink shirt,1
beard in face,1
person showing left thumb,1
back of office chair,1
window on rear plane,1
green patch of grass,1
keyboard on key,1
lip on bear,1
house contains brick,1
roof with building,1
fingernail attached on thumb,1
building leading down stair,1
baby with face,1
shirt with no sleeve,1
dog had tail,1
lid down toilet bowl,1
handle of vehicle door,1
leaf through tree,1
windshield wiper on bus window,1
leaf attached tree,1
armpit on person,1
tire of forklift,1
leg ofthe zebra,1
cat has red nose,1
child playing near elephant,1
minute hand attached to clock,1
roof in room,1
windshield wipers on train car,1
engine on train tracks,1
screen near laptop,1
tree has pine needle,1
spot visible on giraffe,1
door door of train,1
root in hair,1
hair off face,1
wing a airplane,1
car using brake,1
cockpit belongs to jet plane,1
wing belong to jet plane,1
bus has led,1
wing on airliner,1
sidewalk section has curb,1
head behind sheep,1
hoof of foot,1
door window on truck door,1
coat of sheep,1
view mirror of truck,1
pipe behind toilet seat,1
pipe over toilet,1
vegetation in marshy area,1
leaf interspersed with orange,1
mustard on hotdog bun,1
column on large building,1
mast of catamaran sailboat,1
blue sky and white clouds,1
lake has shore,1
moon has star,1
lady with teeth,1
tongue tasting dog,1
leg of a jumping dog,1
animal has knee,1
cabbage has stalk,1
wall has doorway,1
person seeing zebra,1
wooded area with tree,1
beam in roof,1
stalk has leaf,1
person moving their arm,1
body has skin,1
ivory tusk on elephant,1
giraffe closed eye,1
jet engines on plane,1
water behind arm,1
kid near elephant,1
sand in front of hill,1
cloud spread through sky,1
line painted white in street,1
sunlight reflects on water,1
2 wheels of skateboard,1
apartment building small apartment balcony,1
front windows on bus,1
engine car railway train,1
bird flaps wing,1
hand tossing ball,1
sand in hill,1
red line on road,1
window opened in car,1
feather of wing tips,1
window with wall,1
bottle with bottle covers,1
carslicense plate of car,1
house with a glass window,1
hairstyle of person,1
pole with crosswalk sign,1
bear snout on bear,1
cabinet has door handles,1
container has liquid,1
tree with long branch,1
car on glass window,1
case has attachment,1
telephone pole behind fence,1
leg of the horse partly visible,1
fence near telephone pole,1
horse has a long black tail,1
horse has two black ear,1
brick on home,1
bristle toothbrush head,1
horse has a black tail,1
hair from head,1
there tall trees in wood,1
water wears beach,1
ectangular window on building,1
grain of hardwood,1
sign written in lettering,1
foliage on piece,1
handle on carafe,1
cat standing on hind leg,1
lamp post over street,1
signs pair attached to pole,1
long sign has lettering,1
small sign has lettering,1
tire is there re a tire tire on bus,1
bus has lights lights are on bus bus with lights,1
fruit stand has orange,1
person black eyebrow,1
moss above ground,1
ground under moss,1
ground has moss,1
area behind bird,1
giraffe big nose,1
huge wing of airplane,1
seal has body,1
seal has mouth,1
seal has whisker,1
plant has limb,1
seal has ear,1
line marks line,1
plane has wheels on plane,1
cloud is white cloud in sky sky is blue,1
hairstyle has ponytail,1
laptop has a built in keyboard,1
desk has drawers to file folders,1
pilot window on airplane,1
girl hair in ponytail,1
house has gate,1
shirt has white collar,1
skateboard has 2 wheels,1
person dressed black,1
person h eyebrow,1
bear on limb,1
siding on structure,1
shrubbery has flower,1
plant at bottom,1
windshield in truck,1
furniture made from wood,1
window across wall,1
ear positioned head,1
zebra has head and snout,1
several trees forest,1
zebra has more stripes,1
stump near trunk,1
zebra striped black and white,1
soda can has poptop,1
leaf contains leaf,1
sedan has window,1
a wooden table,1
window faces another wall,1
curtain pulled to side of window,1
folding chair made of wood,1
the flag usa,1
leopard has tail,1
nose bear mouth,1
sponge has sponge,1
cub has eye,1
line is painted painted on road crosswalk on road,1
moss hanging off of tree,1
shoreline near beach,1
street between sidewalk,1
ski mountain covered in snow,1
car with engine,1
bird has front,1
branch with moss,1
elephant near offspring,1
tissue on tissue box,1
hair in muzzle,1
foot has pad,1
zebra lying down on eye,1
chimp has tail,1
mouth teeth bear,1
bear mouth nose,1
teeth mouth bear,1
nose teeth bear,1
finger of chimp,1
nose bear bear,1
blue sky with white clouds in background,1
brick wall on building on right side,1
bear has head bear polar bear has head,1
beach has rocks ground sandy ground has sand,1
clouds along sky sky has clouds clouds along sky,1
bear has leg bear polar bear has leg,1
beach has rocks beach front front of beach,1
giraffe contains spot,1
head up on zebra,1
leg on bottom of giraffe,1
girl worn eye glasses,1
feather on birds head,1
squirrel has foot,1
handle on tennis bat,1
sign printed with letter,1
structure with wall,1
zebras hoof on foot,1
zebra with zebras hoof,1
sign has letter k,1
sign has letter c,1
sign has letter l,1
corn on wall,1
zebra has paw,1
watering can has a large spout in the kitchen,1
table in kitchen brown wood,1
faucet is on side of sink in the kitchen,1
faucet is by middle sink in the kitchen,1
plate for truck,1
leopard has black spot,1
teeth of cheetah,1
girl with stringy hair,1
nose of cheetah,1
double door cabinet,1
white toilet handle,1
cabinet door handle,1
hand has 5 fingers,1
table wooden table table,1
table table of wood table,1
table wood made table table,1
face of cheetah,1
water is blue water white blue and white water,1
person on h hand,1
she has right hand,1
balcony has tower,1
rock in middle ocean,1
female has a dark eyebrow,1
she has foot,1
button on coat sleeve,1
cereal box has cereal,1
left hand has knuckle,1
button on jacket sleeve,1
photo over television,1
bowl near cereal box,1
zebra mane of zebra,1
boy doing hair,1
tire on red truck,1
handle on top cup,1
dirt used to form mound,1
mouse with wheel,1
light of red train,1
windshield on glass,1
hair with ponytail,1
glass window near bus,1
tree under leaf,1
pen has pen,1
license plate on tractor trailer,1
air plane has window,1
cockpit built into airplane,1
back wall near building,1
exagerrated face belonging to person,1
glass in front plate,1
water of stream,1
rubber of car tire,1
plane has top wing,1
giraffe has  stubby horns on its head,1
cat has forepaw,1
head in plant,1
stone next building,1
face on image,1
fireplace surrounding mantel,1
sandy shore forming beach,1
face on zebras head,1
fence in property,1
cat paw on cat,1
feather on bird breast,1
line painted on road road,1
tail light at motorcycle,1
license plate on red truck,1
star on surface,1
crack in sidewalk pavement,1
shoelace on strings shoes,1
pink flower on bush,1
blue car has light,1
building has building door,1
blue body of bird,1
beak apart of bird,1
leg apart of bird,1
tail on a white animal,1
nose on a cows face,1
roof on room,1
large window on bus,1
line painted on ball field,1
wall under stadium seats,1
sand area of sand beach,1
backbone of elephant,1
design has shirt,1
knee on a mans leg,1
fruit near orange fruit,1
spacebar visible on keyboard,1
window along car,1
pocket with flap,1
soil at corner of road,1
hay over grass,1
word at top of building,1
table and four chair,1
mirror mounted on side of car,1
back window window of suv,1
handle over faucet,1
livingroom table with leg,1
wall and window,1
tail pipe on bike,1
blade from knife,1
book over shelf,1
the bears nose,1
door entry to house,1
a black bears fur,1
a black bears leg,1
a black bears head,1
a black bears nose,1
car window on street,1
flower behind tree,1
window part of skyscraper,1
photo has border,1
bear ducks head,1
train in front track,1
white tooth in mouth,1
branch of limb,1
window built into train door,1
couch on cushion,1
button on clothing,1
cushion attached to couch,1
rainbow appearing in sky,1
waves in water water waves water,1
glass front on building,1
person has large ear,1
head back of person,1
water in bidet,1
handle of bidet,1
radio has antenna,1
a very cloudy blue sky,1
sign under letter,1
building has top floors,1
sign beneath letter,1
car front tire,1
skate shoe has lace,1
line at road,1
large gray elephant tusk,1
base in baseball game,1
front left train engine window,1
front right windshield on train engine,1
engine pulls train,1
mirror attached on side of car,1
white microwave button,1
stove top burner,1
painted curve on road,1
visor of bike helmet,1
head under zebra,1
bear with teeth,1
hubcap of tire,1
giraffe has brown horns,1
tiger has stripe,1
tail of giraffe has tuft,1
horse wears ear covers,1
giraffe has skinny head,1
head covered with hair,1
cloud blocks sun,1
beach has sand dune,1
girl has short  hair,1
body of water has wave,1
peg of guitar,1
guitar has string,1
guitar has bridge,1
chair has four legs,1
trunk elephant elephant trunk trunk of elephant,1
eye seen on elephant elephants eye eye elephant,1
sunlight on water reflections in water water with sunlight,1
light off the water reflecting light water with light,1
exit door of apartment,1
building with a round window,1
window in a wall of building,1
frond near palm tree,1
boy has hair is blond,1
window is clear window portioned window has panes,1
orange is peeled section orange orange is peeled,1
knot near tree,1
girl hair hair,1
white  clouds high in sky above the boats,1
person two child,1
arm near water,1
windshield on  truck,1
windshield on back of car,1
kite flying tail,1
back legs of pig,1
line running over street,1
dog has tail up,1
fence in back yard,1
window on red door,1
room with furniture,1
right foot of cat,1
wheel in pickup truck,1
metal pole for fence,1
car has white roof,1
pomegranate in juice,1
seed near potato,1
white wheel under skateboard,1
part of propeller,1
river way down on ground,1
bunk bed has mattress,1
collar on collarshirt,1
building with open wall,1
wine in wine bottle,1
fall foliage on tree,1
wings airplane on airplane,1
foot standing on ground,1
hair on body elephant,1
hole on donut,1
tree with fall foliage,1
post supports fencing,1
drawer on right side of desk,1
the airport flight control control tower,1
lettuce has salad dressing,1
hubcap near car,1
rocks are wet in water,1
bw stripes on zebra,1
flower part of garden,1
tee shirt has design,1
hair near cat,1
eye on squirrel,1
water under beach,1
beach above water,1
window is large window has a pane pane is large,1
window has a frame frame white frame is white,1
foot has three toes,1
building seen through door,1
cliff jutting from sea,1
front leg on dog,1
shoelace on a section of tennis shoe,1
several bricks on building,1
cow has short horns,1
kneepad of person,1
kite has black tail,1
stuff in bottle,1
bus has window wiper,1
boat boat mast,1
the ripples in water,1
bus has left tire,1
leg of baby cow,1
ring encircles eye,1
bus has middle wheel,1
bus has wheel well,1
radio with antenna,1
girl has expression,1
zebra has inner thighs,1
corridor with door,1
line on tennis pitch,1
dish with meal,1
license plate on driving car,1
zebra has zebras hoof,1
computer monitor on pc,1
section in sidewalk,1
person has something in hand,1
board made wood,1
motorcycle with headlamp,1
bicycle with pedal,1
rock surrounds sea,1
tail fi of airplane,1
stem support flower,1
wall has stud,1
tree with leaves leaves on tree tree with leaves,1
